FIPS,Primary County Coordinates,County,City,Year,Estimate
1912630,"(42.468832, -90.8824564)",Dubuque ,Centralia,April 01 2010,134
1922395,"(42.468832, -90.8824564)",Dubuque ,Dubuque,April 01 2010,57637
1922935,"(42.468832, -90.8824564)",Dubuque ,Durango,April 01 2010,22
1923115,"(42.468832, -90.8824564)",Dubuque ,Dyersville (pt.),April 01 2010,3879
1925725,"(42.468832, -90.8824564)",Dubuque ,Epworth,April 01 2010,1860
1926760,"(42.468832, -90.8824564)",Dubuque ,Farley,April 01 2010,1537
1931845,"(42.468832, -90.8824564)",Dubuque ,Graf,April 01 2010,79
1936885,"(42.468832, -90.8824564)",Dubuque ,Holy Cross,April 01 2010,374
1947460,"(42.468832, -90.8824564)",Dubuque ,Luxemburg,April 01 2010,240
1956550,"(42.468832, -90.8824564)",Dubuque ,New Vienna,April 01 2010,407
1962130,"(42.468832, -90.8824564)",Dubuque ,Peosta,April 01 2010,1377
1966810,"(42.468832, -90.8824564)",Dubuque ,Rickardsville,April 01 2010,182
1969690,"(42.468832, -90.8824564)",Dubuque ,Sageville,April 01 2010,122
1972660,"(42.468832, -90.8824564)",Dubuque ,Sherrill,April 01 2010,177
1987060,"(42.468832, -90.8824564)",Dubuque ,Worthington,April 01 2010,401
1987690,"(42.468832, -90.8824564)",Dubuque ,Zwingle (pt.),April 01 2010,65
1999990,"(42.468832, -90.8824564)",Dubuque ,Balance of Dubuque County,April 01 2010,19018
1902935,"(42.468832, -94.6784803)",Emmet ,Armstrong,April 01 2010,926
1921675,"(43.3780225, -94.6784803)",Emmet ,Dolliver,April 01 2010,66
1925860,"(43.3780225, -94.6784803)",Emmet ,Estherville,April 01 2010,6360
1933240,"(43.3780225, -94.6784803)",Emmet ,Gruver,April 01 2010,94
1967170,"(43.3780225, -94.6784803)",Emmet ,Ringsted,April 01 2010,422
1981975,"(43.3780225, -94.6784803)",Emmet ,Wallingford,April 01 2010,197
1999990,"(43.3780225, -94.6784803)",Emmet ,Balance of Emmet County,April 01 2010,2237
1902845,"(43.3780225, -91.8443207)",Fayette ,Arlington,April 01 2010,429
1914250,"(42.8625919, -91.8443207)",Fayette ,Clermont,April 01 2010,632
1924645,"(42.8625919, -91.8443207)",Fayette ,Elgin,April 01 2010,683
1926355,"(42.8625919, -91.8443207)",Fayette ,Fairbank (pt.),April 01 2010,296
1927165,"(42.8625919, -91.8443207)",Fayette ,Fayette,April 01 2010,1338
1935310,"(42.8625919, -91.8443207)",Fayette ,Hawkeye,April 01 2010,449
1950610,"(42.8625919, -91.8443207)",Fayette ,Maynard,April 01 2010,518
1958620,"(42.8625919, -91.8443207)",Fayette ,Oelwein,April 01 2010,6415
1965550,"(42.8625919, -91.8443207)",Fayette ,Randalia,April 01 2010,68
1970050,"(42.8625919, -91.8443207)",Fayette ,St. Lucas,April 01 2010,143
1974955,"(42.8625919, -91.8443207)",Fayette ,Stanley (pt.),April 01 2010,6
1976260,"(42.8625919, -91.8443207)",Fayette ,Sumner (pt.),April 01 2010,22
1981570,"(42.8625919, -91.8443207)",Fayette ,Wadena,April 01 2010,262
1982650,"(42.8625919, -91.8443207)",Fayette ,Waucoma,April 01 2010,257
1984180,"(42.8625919, -91.8443207)",Fayette ,Westgate,April 01 2010,211
1984765,"(42.8625919, -91.8443207)",Fayette ,West Union,April 01 2010,2486
1999990,"(42.8625919, -91.8443207)",Fayette ,Balance of Fayette County,April 01 2010,6665
1912765,"(42.8625919, -92.7890033)",Floyd ,Charles City,April 01 2010,7652
1915465,"(43.0599208, -92.7890033)",Floyd ,Colwell,April 01 2010,73
1928020,"(43.0599208, -92.7890033)",Floyd ,Floyd,April 01 2010,335
1932745,"(43.0599208, -92.7890033)",Floyd ,Greene (pt.),April 01 2010,0
1949305,"(43.0599208, -92.7890033)",Floyd ,Marble Rock,April 01 2010,307
1955335,"(43.0599208, -92.7890033)",Floyd ,Nashua (pt.),April 01 2010,2
1956910,"(43.0599208, -92.7890033)",Floyd ,Nora Springs (pt.),April 01 2010,1431
1968070,"(43.0599208, -92.7890033)",Floyd ,Rockford,April 01 2010,860
1969195,"(43.0599208, -92.7890033)",Floyd ,Rudd,April 01 2010,369
1999990,"(43.0599208, -92.7890033)",Floyd ,Balance of Floyd County,April 01 2010,5274
1900190,"(43.0599208, -93.262473)",Franklin ,Ackley (pt.),April 01 2010,40
1901090,"(42.7325458, -93.262473)",Franklin ,Alexander,April 01 2010,175
1916815,"(42.7325458, -93.262473)",Franklin ,Coulter,April 01 2010,281
1922305,"(42.7325458, -93.262473)",Franklin ,Dows (pt.),April 01 2010,78
1930135,"(42.7325458, -93.262473)",Franklin ,Geneva,April 01 2010,165
1933960,"(42.7325458, -93.262473)",Franklin ,Hampton,April 01 2010,4461
1934365,"(42.7325458, -93.262473)",Franklin ,Hansell,April 01 2010,98
1943590,"(42.7325458, -93.262473)",Franklin ,Latimer,April 01 2010,507
1964110,"(42.7325458, -93.262473)",Franklin ,Popejoy,April 01 2010,79
1972210,"(42.7325458, -93.262473)",Franklin ,Sheffield,April 01 2010,1172
1999990,"(42.7325458, -93.262473)",Franklin ,Balance of Franklin County,April 01 2010,3624
1926985,"(42.7325458, -95.6046765)",Fremont ,Farragut,April 01 2010,485
1933780,"(40.7455892, -95.6046765)",Fremont ,Hamburg,April 01 2010,1187
1938055,"(40.7455892, -95.6046765)",Fremont ,Imogene,April 01 2010,72
1965640,"(40.7455892, -95.6046765)",Fremont ,Randolph,April 01 2010,168
1967575,"(40.7455892, -95.6046765)",Fremont ,Riverton,April 01 2010,304
1972525,"(40.7455892, -95.6046765)",Fremont ,Shenandoah (pt.),April 01 2010,0
1973065,"(40.7455892, -95.6046765)",Fremont ,Sidney,April 01 2010,1138
1976935,"(40.7455892, -95.6046765)",Fremont ,Tabor (pt.),April 01 2010,956
1977970,"(40.7455892, -95.6046765)",Fremont ,Thurman,April 01 2010,229
1999990,"(40.7455892, -95.6046765)",Fremont ,Balance of Fremont County,April 01 2010,2902
1913350,"(40.7455892, -94.3968356)",Greene ,Churdan,April 01 2010,386
1918345,"(42.0362394, -94.3968356)",Greene ,Dana,April 01 2010,71
1931980,"(42.0362394, -94.3968356)",Greene ,Grand Junction,April 01 2010,824
1939450,"(42.0362394, -94.3968356)",Greene ,Jefferson,April 01 2010,4345
1961815,"(42.0362394, -94.3968356)",Greene ,Paton,April 01 2010,236
1965505,"(42.0362394, -94.3968356)",Greene ,Ralston (pt.),April 01 2010,2
1967215,"(42.0362394, -94.3968356)",Greene ,Rippey,April 01 2010,292
1971310,"(42.0362394, -94.3968356)",Greene ,Scranton,April 01 2010,557
1999990,"(42.0362394, -94.3968356)",Greene ,Balance of Greene County,April 01 2010,2623
1905140,"(42.0362394, -92.7914177)",Grundy ,Beaman,April 01 2010,191
1915825,"(42.4018651, -92.7914177)",Grundy ,Conrad,April 01 2010,1108
1921405,"(42.4018651, -92.7914177)",Grundy ,Dike,April 01 2010,1209
1933195,"(42.4018651, -92.7914177)",Grundy ,Grundy Center,April 01 2010,2706
1936705,"(42.4018651, -92.7914177)",Grundy ,Holland,April 01 2010,282
1954165,"(42.4018651, -92.7914177)",Grundy ,Morrison,April 01 2010,94
1966315,"(42.4018651, -92.7914177)",Grundy ,Reinbeck,April 01 2010,1664
1975720,"(42.4018651, -92.7914177)",Grundy ,Stout,April 01 2010,224
1983325,"(42.4018651, -92.7914177)",Grundy ,Wellsburg,April 01 2010,707
1999990,"(42.4018651, -92.7914177)",Grundy ,Balance of Grundy County,April 01 2010,4268
1900370,"(42.4018651, -94.501055)",Guthrie ,Adair (pt.),April 01 2010,19
1904240,"(41.6837548, -94.501055)",Guthrie ,Bagley,April 01 2010,303
1904960,"(41.6837548, -94.501055)",Guthrie ,Bayard,April 01 2010,471
1911395,"(41.6837548, -94.501055)",Guthrie ,Casey (pt.),April 01 2010,416
1916050,"(41.6837548, -94.501055)",Guthrie ,Coon Rapids (pt.),April 01 2010,0
1933420,"(41.6837548, -94.501055)",Guthrie ,Guthrie Center,April 01 2010,1569
1939225,"(41.6837548, -94.501055)",Guthrie ,Jamaica,April 01 2010,224
1951105,"(41.6837548, -94.501055)",Guthrie ,Menlo,April 01 2010,353
1961320,"(41.6837548, -94.501055)",Guthrie ,Panora,April 01 2010,1124
1975990,"(41.6837548, -94.501055)",Guthrie ,Stuart (pt.),April 01 2010,949
1987285,"(41.6837548, -94.501055)",Guthrie ,Yale,April 01 2010,246
1999990,"(41.6837548, -94.501055)",Guthrie ,Balance of Guthrie County,April 01 2010,5280
1906760,"(41.6837548, -93.7068085)",Hamilton ,Blairsburg,April 01 2010,215
1925050,"(42.3837722, -93.7068085)",Hamilton ,Ellsworth,April 01 2010,531
1939675,"(42.3837722, -93.7068085)",Hamilton ,Jewell Junction,April 01 2010,1215
1940215,"(42.3837722, -93.7068085)",Hamilton ,Kamrar,April 01 2010,199
1965595,"(42.3837722, -93.7068085)",Hamilton ,Randall,April 01 2010,173
1974910,"(42.3837722, -93.7068085)",Hamilton ,Stanhope,April 01 2010,422
1975810,"(42.3837722, -93.7068085)",Hamilton ,Stratford (pt.),April 01 2010,713
1983145,"(42.3837722, -93.7068085)",Hamilton ,Webster City,April 01 2010,8070
1985800,"(42.3837722, -93.7068085)",Hamilton ,Williams,April 01 2010,344
1999990,"(42.3837722, -93.7068085)",Hamilton ,Balance of Hamilton County,April 01 2010,3791
1908605,"(42.3837722, -93.7342723)",Hancock ,Britt,April 01 2010,2069
1916590,"(43.0818861, -93.7342723)",Hancock ,Corwith,April 01 2010,309
1917670,"(43.0818861, -93.7342723)",Hancock ,Crystal Lake,April 01 2010,250
1928380,"(43.0818861, -93.7342723)",Hancock ,Forest City (pt.),April 01 2010,339
1929955,"(43.0818861, -93.7342723)",Hancock ,Garner,April 01 2010,3129
1931575,"(43.0818861, -93.7342723)",Hancock ,Goodell,April 01 2010,139
1940260,"(43.0818861, -93.7342723)",Hancock ,Kanawha,April 01 2010,652
1941655,"(43.0818861, -93.7342723)",Hancock ,Klemme,April 01 2010,507
1986700,"(43.0818861, -93.7342723)",Hancock ,Woden,April 01 2010,229
1999990,"(43.0818861, -93.7342723)",Hancock ,Balance of Hancock County,April 01 2010,3718
1900190,"(43.0818861, -93.2404025)",Hardin ,Ackley (pt.),April 01 2010,1549
1901045,"(42.3838803, -93.2404025)",Hardin ,Alden,April 01 2010,787
1909100,"(42.3838803, -93.2404025)",Hardin ,Buckeye,April 01 2010,108
1924465,"(42.3838803, -93.2404025)",Hardin ,Eldora,April 01 2010,2732
1937425,"(42.3838803, -93.2404025)",Hardin ,Hubbard,April 01 2010,845
1938640,"(42.3838803, -93.2404025)",Hardin ,Iowa Falls,April 01 2010,5238
1956415,"(42.3838803, -93.2404025)",Hardin ,New Providence,April 01 2010,228
1960555,"(42.3838803, -93.2404025)",Hardin ,Owasa,April 01 2010,43
1965370,"(42.3838803, -93.2404025)",Hardin ,Radcliffe,April 01 2010,545
1975180,"(42.3838803, -93.2404025)",Hardin ,Steamboat Rock,April 01 2010,310
1979545,"(42.3838803, -93.2404025)",Hardin ,Union,April 01 2010,397
1985305,"(42.3838803, -93.2404025)",Hardin ,Whitten,April 01 2010,149
1999990,"(42.3838803, -93.2404025)",Hardin ,Balance of Hardin County,April 01 2010,4603
1922890,"(42.3838803, -95.8169209)",Harrison ,Dunlap (pt.),April 01 2010,1042
1945840,"(41.6828528, -95.8169209)",Harrison ,Little Sioux,April 01 2010,170
1946155,"(41.6828528, -95.8169209)",Harrison ,Logan,April 01 2010,1534
1948495,"(41.6828528, -95.8169209)",Harrison ,Magnolia,April 01 2010,183
1952860,"(41.6828528, -95.8169209)",Harrison ,Missouri Valley,April 01 2010,2838
1952995,"(41.6828528, -95.8169209)",Harrison ,Modale,April 01 2010,283
1953175,"(41.6828528, -95.8169209)",Harrison ,Mondamin,April 01 2010,402
1962445,"(41.6828528, -95.8169209)",Harrison ,Persia,April 01 2010,319
1963075,"(41.6828528, -95.8169209)",Harrison ,Pisgah,April 01 2010,251
1986835,"(41.6828528, -95.8169209)",Harrison ,Woodbine,April 01 2010,1459
1999990,"(41.6828528, -95.8169209)",Harrison ,Balance of Harrison County,April 01 2010,6447
1916140,"(41.6828528, -91.5445241)",Henry ,Coppock (pt.),April 01 2010,30
1936390,"(40.9879383, -91.5445241)",Henry ,Hillsboro,April 01 2010,180
1954705,"(40.9879383, -91.5445241)",Henry ,Mount Pleasant,April 01 2010,8668
1954795,"(40.9879383, -91.5445241)",Henry ,Mount Union,April 01 2010,107
1956325,"(40.9879383, -91.5445241)",Henry ,New London,April 01 2010,1897
1958890,"(40.9879383, -91.5445241)",Henry ,Olds,April 01 2010,229
1968565,"(40.9879383, -91.5445241)",Henry ,Rome,April 01 2010,117
1970230,"(40.9879383, -91.5445241)",Henry ,Salem,April 01 2010,383
1982965,"(40.9879383, -91.5445241)",Henry ,Wayland,April 01 2010,966
1984835,"(40.9879383, -91.5445241)",Henry ,Westwood,April 01 2010,112
1986385,"(40.9879383, -91.5445241)",Henry ,Winfield,April 01 2010,1134
1999990,"(40.9879383, -91.5445241)",Henry ,Balance of Henry County,April 01 2010,6322
1913125,"(40.9879383, -92.3171989)",Howard ,Chester,April 01 2010,127
1917220,"(43.3567673, -92.3171989)",Howard ,Cresco,April 01 2010,3868
1925095,"(43.3567673, -92.3171989)",Howard ,Elma,April 01 2010,546
1945165,"(43.3567673, -92.3171989)",Howard ,Lime Springs,April 01 2010,505
1965010,"(43.3567673, -92.3171989)",Howard ,Protivin (pt.),April 01 2010,262
1966585,"(43.3567673, -92.3171989)",Howard ,Riceville (pt.),April 01 2010,318
1999990,"(43.3567673, -92.3171989)",Howard ,Balance of Howard County,April 01 2010,3940
1907210,"(43.3567673, -94.2071868)",Humboldt ,Bode,April 01 2010,302
1908065,"(42.7764686, -94.2071868)",Humboldt ,Bradgate,April 01 2010,86
1918075,"(42.7764686, -94.2071868)",Humboldt ,Dakota City,April 01 2010,843
1930945,"(42.7764686, -94.2071868)",Humboldt ,Gilmore City (pt.),April 01 2010,281
1934455,"(42.7764686, -94.2071868)",Humboldt ,Hardy,April 01 2010,47
1937560,"(42.7764686, -94.2071868)",Humboldt ,Humboldt,April 01 2010,4690
1945975,"(42.7764686, -94.2071868)",Humboldt ,Livermore,April 01 2010,384
1947370,"(42.7764686, -94.2071868)",Humboldt ,Lu Verne (pt.),April 01 2010,36
1960420,"(42.7764686, -94.2071868)",Humboldt ,Ottosen,April 01 2010,55
1962985,"(42.7764686, -94.2071868)",Humboldt ,Pioneer,April 01 2010,23
1966450,"(42.7764686, -94.2071868)",Humboldt ,Renwick,April 01 2010,242
1969375,"(42.7764686, -94.2071868)",Humboldt ,Rutland,April 01 2010,126
1977790,"(42.7764686, -94.2071868)",Humboldt ,Thor,April 01 2010,186
1999990,"(42.7764686, -94.2071868)",Humboldt ,Balance of Humboldt County,April 01 2010,2514
1903115,"(42.7764686, -95.5134962)",Ida ,Arthur,April 01 2010,206
1904870,"(42.3868747, -95.5134962)",Ida ,Battle Creek,April 01 2010,713
1929595,"(42.3868747, -95.5134962)",Ida ,Galva,April 01 2010,434
1936840,"(42.3868747, -95.5134962)",Ida ,Holstein,April 01 2010,1396
1938010,"(42.3868747, -95.5134962)",Ida ,Ida Grove,April 01 2010,2142
1999990,"(42.3868747, -95.5134962)",Ida ,Balance of Ida County,April 01 2010,2198
1942330,"(42.3868747, -92.065524)",Iowa ,Ladora,April 01 2010,283
1949395,"(41.6863229, -92.065524)",Iowa ,Marengo,April 01 2010,2528
1952230,"(41.6863229, -92.065524)",Iowa ,Millersburg,April 01 2010,159
1957225,"(41.6863229, -92.065524)",Iowa ,North English (pt.),April 01 2010,1032
1961770,"(41.6863229, -92.065524)",Iowa ,Parnell,April 01 2010,193
1980805,"(41.6863229, -92.065524)",Iowa ,Victor (pt.),April 01 2010,778
1985845,"(41.6863229, -92.065524)",Iowa ,Williamsburg,April 01 2010,3068
1999990,"(41.6863229, -92.065524)",Iowa ,Balance of Iowa County,April 01 2010,8314
1902125,"(41.6863229, -90.5742294)",Jackson ,Andrew,April 01 2010,434
1904330,"(42.1717426, -90.5742294)",Jackson ,Baldwin,April 01 2010,109
1905635,"(42.1717426, -90.5742294)",Jackson ,Bellevue,April 01 2010,2191
1943050,"(42.1717426, -90.5742294)",Jackson ,La Motte,April 01 2010,260
1949215,"(42.1717426, -90.5742294)",Jackson ,Maquoketa (pt.),April 01 2010,6139
1952050,"(42.1717426, -90.5742294)",Jackson ,Miles,April 01 2010,445
1953265,"(42.1717426, -90.5742294)",Jackson ,Monmouth,April 01 2010,153
1964605,"(42.1717426, -90.5742294)",Jackson ,Preston,April 01 2010,1012
1969510,"(42.1717426, -90.5742294)",Jackson ,Sabula,April 01 2010,576
1969960,"(42.1717426, -90.5742294)",Jackson ,St. Donatus,April 01 2010,135
1974460,"(42.1717426, -90.5742294)",Jackson ,Spragueville,April 01 2010,81
1974505,"(42.1717426, -90.5742294)",Jackson ,Springbrook,April 01 2010,144
1987690,"(42.1717426, -90.5742294)",Jackson ,Zwingle (pt.),April 01 2010,26
1999990,"(42.1717426, -90.5742294)",Jackson ,Balance of Jackson County,April 01 2010,8143
1904915,"(42.1717426, -93.053765)",Jasper ,Baxter,April 01 2010,1101
1915060,"(41.6860394, -93.053765)",Jasper ,Colfax,April 01 2010,2093
1940440,"(41.6860394, -93.053765)",Jasper ,Kellogg,April 01 2010,599
1942870,"(41.6860394, -93.053765)",Jasper ,Lambs Grove,April 01 2010,172
1947595,"(41.6860394, -93.053765)",Jasper ,Lynnville,April 01 2010,379
1952815,"(41.6860394, -93.053765)",Jasper ,Mingo,April 01 2010,302
1952950,"(41.6860394, -93.053765)",Jasper ,Mitchellville (pt.),April 01 2010,26
1953355,"(41.6860394, -93.053765)",Jasper ,Monroe,April 01 2010,1830
1956505,"(41.6860394, -93.053765)",Jasper ,Newton,April 01 2010,15254
1958170,"(41.6860394, -93.053765)",Jasper ,Oakland Acres,April 01 2010,156
1964470,"(41.6860394, -93.053765)",Jasper ,Prairie City,April 01 2010,1680
1965955,"(41.6860394, -93.053765)",Jasper ,Reasnor,April 01 2010,152
1976035,"(41.6860394, -93.053765)",Jasper ,Sully,April 01 2010,821
1980175,"(41.6860394, -93.053765)",Jasper ,Valeria,April 01 2010,57
1999990,"(41.6860394, -93.053765)",Jasper ,Balance of Jasper County,April 01 2010,12220
1904825,"(41.6860394, -91.9488774)",Jefferson ,Batavia,April 01 2010,499
1916140,"(41.0317596, -91.9488774)",Jefferson ,Coppock (pt.),April 01 2010,4
1926445,"(41.0317596, -91.9488774)",Jefferson ,Fairfield,April 01 2010,9464
1944985,"(41.0317596, -91.9488774)",Jefferson ,Libertyville,April 01 2010,315
1946065,"(41.0317596, -91.9488774)",Jefferson ,Lockridge,April 01 2010,268
1948500,"(41.0317596, -91.9488774)",Jefferson ,Maharishi Vedic City,April 01 2010,259
1960915,"(41.0317596, -91.9488774)",Jefferson ,Packwood,April 01 2010,204
1963615,"(41.0317596, -91.9488774)",Jefferson ,Pleasant Plain,April 01 2010,93
1999990,"(41.0317596, -91.9488774)",Jefferson ,Balance of Jefferson County,April 01 2010,5737
1916230,"(41.0317596, -91.5880849)",Johnson ,Coralville,April 01 2010,18907
1936345,"(41.6715511, -91.5880849)",Johnson ,Hills,April 01 2010,703
1938595,"(41.6715511, -91.5880849)",Johnson ,Iowa City,April 01 2010,67862
1946335,"(41.6715511, -91.5880849)",Johnson ,Lone Tree,April 01 2010,1300
1957360,"(41.6715511, -91.5880849)",Johnson ,North Liberty,April 01 2010,13374
1960645,"(41.6715511, -91.5880849)",Johnson ,Oxford,April 01 2010,807
1972840,"(41.6715511, -91.5880849)",Johnson ,Shueyville,April 01 2010,577
1973875,"(41.6715511, -91.5880849)",Johnson ,Solon,April 01 2010,2037
1976890,"(41.6715511, -91.5880849)",Johnson ,Swisher,April 01 2010,879
1978060,"(41.6715511, -91.5880849)",Johnson ,Tiffin,April 01 2010,1947
1979770,"(41.6715511, -91.5880849)",Johnson ,University Heights,April 01 2010,1051
1983595,"(41.6715511, -91.5880849)",Johnson ,West Branch (pt.),April 01 2010,95
1999990,"(41.6715511, -91.5880849)",Johnson ,Balance of Johnson County,April 01 2010,21343
1901990,"(41.6715511, -91.1314352)",Jones ,Anamosa,April 01 2010,5533
1911305,"(42.1212397, -91.1314352)",Jones ,Cascade (pt.),April 01 2010,392
1912225,"(42.1212397, -91.1314352)",Jones ,Center Junction,April 01 2010,255
1949845,"(42.1212397, -91.1314352)",Jones ,Martelle,April 01 2010,3796
1953625,"(42.1212397, -91.1314352)",Jones ,Monticello,April 01 2010,115
1958980,"(42.1212397, -91.1314352)",Jones ,Olin,April 01 2010,698
1959250,"(42.1212397, -91.1314352)",Jones ,Onslow,April 01 2010,197
1960690,"(42.1212397, -91.1314352)",Jones ,Oxford Junction,April 01 2010,496
1987240,"(42.1212397, -91.1314352)",Jones ,Wyoming,April 01 2010,515
1999990,"(42.1212397, -91.1314352)",Jones ,Balance of Jones County,April 01 2010,8530
1919855,"(42.1212397, -92.1786426)",Keokuk ,Delta,April 01 2010,328
1930540,"(42.1212397, -92.1786426)",Keokuk ,Gibson,April 01 2010,61
1934545,"(41.336465, -92.1786426)",Keokuk ,Harper,April 01 2010,114
1935445,"(41.336465, -92.1786426)",Keokuk ,Hayesville,April 01 2010,50
1935670,"(41.336465, -92.1786426)",Keokuk ,Hedrick,April 01 2010,764
1940980,"(41.336465, -92.1786426)",Keokuk ,Keota (pt.),April 01 2010,1009
1941070,"(41.336465, -92.1786426)",Keokuk ,Keswick,April 01 2010,246
1941475,"(41.336465, -92.1786426)",Keokuk ,Kinross,April 01 2010,73
1949935,"(41.336465, -92.1786426)",Keokuk ,Martinsburg,April 01 2010,112
1957225,"(41.336465, -92.1786426)",Keokuk ,North English (pt.),April 01 2010,9
1959070,"(41.336465, -92.1786426)",Keokuk ,Ollie,April 01 2010,215
1966720,"(41.336465, -92.1786426)",Keokuk ,Richland,April 01 2010,584
1973110,"(41.336465, -92.1786426)",Keokuk ,Sigourney,April 01 2010,2059
1974055,"(41.336465, -92.1786426)",Keokuk ,South English,April 01 2010,212
1977835,"(41.336465, -92.1786426)",Keokuk ,Thornburg,April 01 2010,67
1983055,"(41.336465, -92.1786426)",Keokuk ,Webster,April 01 2010,88
1984900,"(41.336465, -92.1786426)",Keokuk ,What Cheer,April 01 2010,646
1999990,"(41.336465, -92.1786426)",Keokuk ,Balance of Keokuk County,April 01 2010,3874
